"CS102001","REFNIS2001","SECTOR","COMMUNE"
"85026B082","85026","ROSIERE","MUSSON"
"85026B090","85026","MUSSY-LA-VILLE - HAB. DISP.","MUSSON"
"85026B10-","85026","SIGNEUX","MUSSON"
"85026B182","85026","SIGNEUX NORD","MUSSON"
"85026B193","85026","SIGNEUX SUD","MUSSON"
"85034A001","85034","SAINT-LEGER-CENTRE","SAINT-LEGER"
"85034A012","85034","LACKRAM","SAINT-LEGER"
"85034A090","85034","SAINT-LEGER-HABITATIONS DISP.","SAINT-LEGER"
"85034B000","85034","CHATILLON-CENTRE","SAINT-LEGER"
"85034B012","85034","ROUTE DE VIRTON","SAINT-LEGER"
"85034B091","85034","CHATILLON - HABITATIONS DISP.","SAINT-LEGER"
"85034C000","85034","MEIX-LE-TIGE-CENTRE","SAINT-LEGER"
"85034C090","85034","MEIX-LE-TIGE-HABITATIONS DISP.","SAINT-LEGER"
"85039A000","85039","TINTIGNY-CENTRE","TINTIGNY"
"85039A090","85039","TINTIGNY - HAB. DISP. - HAN","TINTIGNY"
"85039A10-","85039","PONCELLE-CENTRE","TINTIGNY"
"85039A19-","85039","PONCELLE - HABITATIONS DISP.","TINTIGNY"
"85039A20-","85039","BREUVANNE-CENTRE","TINTIGNY"
"85039A29-","85039","BREUVANNE - HABITATIONS DISP.","TINTIGNY"
"85039A30-","85039","ANSART-CENTRE","TINTIGNY"
"85039A39-","85039","ANSART-HABITATIONS DISPERSEES","TINTIGNY"
"85039B00-","85039","BELLEFONTAINE-CENTRE","TINTIGNY"
"85039B09-","85039","BELLEFONTAINE - HAB. DISP.","TINTIGNY"
"85039B10-","85039","LAHAGE-CENTRE","TINTIGNY"
"85039B19-","85039","LAHAGE - HABITATIONS DISP.","TINTIGNY"
"85039C00-","85039","SAINT-VINCENT-CENTRE","TINTIGNY"
"85039C012","85039","HAUT DES RAPPES","TINTIGNY"
"85039C091","85039","SAINT-VINCENT - HAB. DISP.","TINTIGNY"
"85039D00-","85039","ROSSIGNOL-CENTRE","TINTIGNY"
"85039D09-","85039","ROSSIGNOL - HABITATIONS DISP.","TINTIGNY"
"85045A00-","85045","VIRTON-CENTRE","VIRTON"
"85045A010","85045","VIRTON-CENTRE EST","VIRTON"
"85045A02-","85045","MONTMEDY","VIRTON"
"85045A03-","85045","CHAMBERLAINE","VIRTON"
"85045A090","85045","VIRTON-HABITATIONS DISPERSEES","VIRTON"
"85045B001","85045","ETHE-CENTRE","VIRTON"
"85045B010","85045","RABAIS","VIRTON"
"85045B022","85045","BELMONT","VIRTON"
"85045B032","85045","BELLEVUE - CHARBON","VIRTON"
"85045B091","85045","ETHE-HABITATIONS DISPERSEES","VIRTON"
"85045C009","85045","LATOUR-CENTRE","VIRTON"
"85045C0MA","85045","RUE ZONING INDUSTRIEL","VIRTON"
"85045C0PA","85045","RUE DU 24 AOUT","VIRTON"
"85045C10-","85045","CHENOIS-CENTRE","VIRTON"
"85045C11-","85045","CITE MAUBONNE","VIRTON"
"85045C120","85045","BAMPONT - BOSQUET","VIRTON"
"85045C190","85045","PIERRARD","VIRTON"
"85045D000","85045","SAINT-MARD-CENTRE","VIRTON"
"85045D010","85045","VIEUX VIRTON","VIRTON"
"85045D02-","85045","SAINT-MARD-CENTRE EST","VIRTON"
"85045D032","85045","CHATAIVAUX","VIRTON"
"85045D082","85045","BEHAUT - OUEST","VIRTON"
"85045D0MA","85045","RUE DE LA PAPETERIE","VIRTON"
"85045D0PA","85045","AVENUE DE FRANCE","VIRTON"
"85045D10-","85045","SAINT-MARD - GARE","VIRTON"
"85045D112","85045","VERS SEDAN","VIRTON"
"85045D18-","85045","SOLUMONT - BOSQUET","VIRTON"
"85045D19-","85045","BEHAUT - EST","VIRTON"
"85045E000","85045","RUETTE-CENTRE","VIRTON"
"85045E01-","85045","PONT DES CABAUS","VIRTON"
"85045E0MA","85045","RUE ZONING INDUSTRIEL","VIRTON"
"85045E0PA","85045","RUE DU PRE MOREL","VIRTON"
"85045E100","85045","GRANDCOURT-CENTRE","VIRTON"
"85045E190","85045","GRANDCOURT-HABITATIONS DISP.","VIRTON"
"85045F00-","85045","BLEID-CENTRE","VIRTON"
"85045F091","85045","BLEID - HABITATIONS DISP.","VIRTON"
"85045F191","85045","VIRE - VALLEE NORD","VIRTON"
"85045F20-","85045","GOMERY-CENTRE","VIRTON"
"85045F29-","85045","GOMERY - HABITATIONS DISP.","VIRTON"
"85045F300","85045","SAINT-REMY-CENTRE","VIRTON"
"85045F390","85045","SAINT-REMY - HABITATIONS DISP.","VIRTON"
"85046A000","85046","HABAY-LA-NEUVE-CENTRE","HABAY"
"85046A010","85046","HABAY-LA-NEUVE-GARE","HABAY"
"85046A090","85046","HABAY-LA-NEUVE-HAB. DISP.","HABAY"
"85046B000","85046","HACHY-CENTRE-RUE DU PENSIONNAT","HABAY"
"85046B091","85046","OB.SCHOCK - FERME SCHOCK - LA LUNETTE - TORTURE","HABAY"
"85046C000","85046","HABAY-LA-VIEILLE-CENTRE","HABAY"
"85046C01-","85046","HABAY-LA-VIEILLE-GARE","HABAY"
"85046C090","85046","HABAY-LA-VIEILLE - HAB.DISP.","HABAY"
"85046C10-","85046","NANTIMONT-CENTRE","HABAY"
"85046C19-","85046","NANTIMONT - HABITATIONS DISP.","HABAY"
"85046D000","85046","HOUDEMONT-CENTRE","HABAY"
"85046D090","85046","HOUDEMONT - HABITATIONS DISP.","HABAY"
"85046E000","85046","RULLES-CENTRE","HABAY"
"85046E090","85046","RULLES - HABITATIONS DISP.","HABAY"
"85046E100","85046","MARBEHAN-CENTRE","HABAY"
"85046E190","85046","MARBEHAN - HABITATIONS DISP.","HABAY"
"85046E20-","85046","HARINSART-CENTRE","HABAY"
"85046E292","85046","HARINSART - HABITATIONS DISP.","HABAY"
"85046E30-","85046","ORSINFAING-CENTRE","HABAY"
"85046E312","85046","QUARTIER MOREAU","HABAY"
"85046E391","85046","ORSINFAING - HABITATIONS DISP.","HABAY"
"85046E49-","85046","FORET","HABAY"
"85046F00-","85046","ANLIER-CENTRE","HABAY"
"85046F090","85046","ANLIER-HABITATIONS DISPERSEES","HABAY"
"85047A001","85047","DAMPICOURT-CENTRE","ROUVROY"
"85047A091","85047","DAMPICOURT-HABITATIONS DISP.","ROUVROY"
"85047A10-","85047","MONTQUINTIN-CENTRE","ROUVROY"
"85047A19-","85047","MONTQUINTIN-HABITATIONS DISP.","ROUVROY"
"85047A20-","85047","COUVREUX-CENTRE","ROUVROY"
"85047A29-","85047","COUVREUX - HABITATIONS DISP.","ROUVROY"
"85047B000","85047","HARNONCOURT-CENTRE","ROUVROY"
"85047B0MA","85047","PARE A BOIS - BURGO","ROUVROY"
"85047B0PA","85047","ROUTE DU BOIS DEVANT GUEVILLE","ROUVROY"
"85047B10-","85047","ROUVROY-CENTRE","ROUVROY"
"85047B19-","85047","ROUVROY - HABITATIONS DISP.","ROUVROY"
"85047C00-","85047","LAMORTEAU-CENTRE","ROUVROY"
"85047C01-","85047","LAMORTEAU - GARE","ROUVROY"
"85047C09-","85047","LAMORTEAU - HABITATIONS DISP.","ROUVROY"
"85047D00-","85047","TORGNY-CENTRE","ROUVROY"
"85047D09-","85047","TORGNY-HABITATIONS DISPERSEES","ROUVROY"
"91005A001","91005","ANHEE-CENTRE","ANHEE"
"91005A010","91005","BOUT DE CAMPAGNES","ANHEE"
"91005A022","91005","ANHEE DERRIERE LA GARE","ANHEE"
"91005A090","91005","SENENNE","ANHEE"
"91005A100","91005","HAUT LE WASTIA-CENTRE","ANHEE"
"91005A190","91005","HAUT LE WASTIA - HAB. DISP.","ANHEE"
"91005A200","91005","WARNANT-CENTRE","ANHEE"
"91005A290","91005","WARNANT - HABITATIONS DISP.","ANHEE"
"91005A302","91005","CONFLUENT MOLIGNEE","ANHEE"
"91005A391","91005","MOULINS","ANHEE"
"91005A40-","91005","SALET-CENTRE","ANHEE"
"91005A49-","91005","SALET - HABITATIONS DISP.","ANHEE"
"91005B00-","91005","SOSOYE-CENTRE","ANHEE"
"91005B09-","91005","SOSOYE - HABITATIONS. DISP.","ANHEE"
"91005B10-","91005","MAREDRET-CENTRE","ANHEE"
"91005B19-","91005","MAREDRET - HABITATIONS DISP.","ANHEE"
"91005C00-","91005","DENEE-CENTRE","ANHEE"
"91005C012","91005","LES RESPES","ANHEE"
"91005C091","91005","DENEE - HABITATIONS DISPERSEES","ANHEE"
"91005C19-","91005","MAREDSOUS","ANHEE"
"91005D001","91005","BIOUL-CENTRE","ANHEE"
"91005D012","91005","PAIROIR","ANHEE"
"91005D023","91005","LAGAUCHE - L'ERMITAGE","ANHEE"
"91005D032","91005","HAUTE BISE - MOSSIA","ANHEE"
"91005D091","91005","BIOUL - HABITATIONS DISP.","ANHEE"
"91005E000","91005","ANNEVOIE","ANHEE"
"91005E01-","91005","ROUILLON","ANHEE"
"91005E082","91005","CAMPAGNE D'ANNEVOIE","ANHEE"
"91005E091","91005","MARLY","ANHEE"
"91005E10-","91005","HUN-CENTRE","ANHEE"
"91005E190","91005","HUN - HABITATIONS DISPERSEES","ANHEE"
"91013A00-","91013","BEAURAING-CENTRE","BEAURAING"
"91013A01-","91013","AUBEPINE","BEAURAING"
"91013A02-","91013","CHATEAU","BEAURAING"
"91013A03-","91013","BERRY","BEAURAING"
"91013A04-","91013","STADE","BEAURAING"
"91013A05-","91013","NOUVEAU QUARTIER","BEAURAING"
"91013A08-","91013","BOIS DE BEAURAING-TAMIZOU - LES VERSAINES","BEAURAING"
"91013A091","91013","PLAINE BEAURAING","BEAURAING"
"91013A10-","91013","GOZIN-CENTRE","BEAURAING"
"91013A112","91013","VERS GOZIN","BEAURAING"
"91013A190","91013","GOZIN - HABITATIONS DISPERSEES","BEAURAING"
"91013A200","91013","ARDENNES (QUARTIER DES)","BEAURAING"
"91013A290","91013","GRANDE FAMENNE - HAB. DISP.","BEAURAING"
"91013B00-","91013","JAVINGUE-CENTRE","BEAURAING"
"91013B09-","91013","JAVINGUE - HABITATIONS DISP.","BEAURAING"
"91013B10-","91013","SEVRY-CENTRE","BEAURAING"
"91013B19-","91013","SEVRY-HABITATIONS DISPERSEES","BEAURAING"
"91013C000","91013","WINENNE-CENTRE","BEAURAING"
"91013C090","91013","WINENNE - HABITATIONS DISP.","BEAURAING"
"91013D000","91013","FELENNE-CENTRE","BEAURAING"
"91013D090","91013","FELENNE - HABITATIONS DISP.","BEAURAING"
"91013E00-","91013","DION-CENTRE","BEAURAING"
"91013E012","91013","BELLE-VUE - CHAMPIA","BEAURAING"
"91013E020","91013","NICHET - ERMITAGE","BEAURAING"
"91013E091","91013","DION - HABITATIONS DISPERSEES","BEAURAING"
"91013E19-","91013","DION - ENCLAVE","BEAURAING"
"91013F00-","91013","FESCHAUX-CENTRE","BEAURAING"
"91013F09-","91013","FESCHAUX - HABITATIONS DISP.","BEAURAING"
"91013G00-","91013","BARONVILLE-CENTRE","BEAURAING"
"91013G090","91013","LABOUREUR","BEAURAING"
"91013G100","91013","FONTAINE","BEAURAING"
"91013G190","91013","AU MOULIN","BEAURAING"
"91013H00-","91013","WIESME-CENTRE","BEAURAING"
"91013H09-","91013","WIESME - HABITATIONS DISP.","BEAURAING"
"91013J000","91013","MARTOUZIN-CENTRE","BEAURAING"
"91013J08-","91013","NORD DE BIRAN","BEAURAING"
"91013J090","91013","MARTOUZIN - HABITATIONS DISP.","BEAURAING"
"91013J10-","91013","NEUVILLE-CENTRE","BEAURAING"
"91013J19-","91013","NEUVILLE - HABITATIONS DISP.","BEAURAING"
"91013K000","91013","FOCANT-CENTRE","BEAURAING"
"91013K090","91013","FOCANT - HABITATIONS DISP.","BEAURAING"
"91013L00-","91013","HONNAY-CENTRE","BEAURAING"
"91013L09-","91013","HONNAY - HABITATIONS DISP.","BEAURAING"
"91013L10-","91013","REVOGNE-CENTRE","BEAURAING"
"91013L19-","91013","REVOGNE - HABITATIONS DISP.","BEAURAING"
"91013M00-","91013","FROIDFONTAINE-CENTRE","BEAURAING"
"91013M09-","91013","FROIDFONTAINE - HAB. DISP.","BEAURAING"
"91013N00-","91013","VONECHE-CENTRE","BEAURAING"
"91013N09-","91013","VONECHE-HABITATIONS DISPERSEES","BEAURAING"
"91013P00-","91013","WANCENNES-CENTRE","BEAURAING"
"91013P09-","91013","WANCENNES - HABITATIONS DISP.","BEAURAING"
"91013R00-","91013","PONDROME-CENTRE","BEAURAING"
"91013R01-","91013","PONDROME - CENTRE OUEST","BEAURAING"
"91013R02-","91013","ECLAYE","BEAURAING"
"91013R032","91013","TILLEUL","BEAURAING"
"91013R042","91013","LA TERRIENNE","BEAURAING"
"91013R081","91013","MALAKOF","BEAURAING"
"91013R091","91013","LES MONTS","BEAURAING"
"91013R19-","91013","THANVILLE","BEAURAING"
"91013R29-","91013","VONECHE (PRES DE)","BEAURAING"
"91015A000","91015","BIEVRE-CENTRE","BIEVRE"
"91015A062","91015","CAMPING MAXI","BIEVRE"
"91015A091","91015","BIEVRE-HABITATIONS DISPERSEES","BIEVRE"
"91015A19-","91015","LES MISERES","BIEVRE"
"91015A29-","91015","GROS BOIS DE BIEVRE - FONTAINE AUX TEMPLES (BOIS)","BIEVRE"
"91015B00-","91015","GRAIDE-CENTRE","BIEVRE"
"91015B09-","91015","GRAIDE-HABITATIONS DISPERSEES","BIEVRE"
"91015B10-","91015","STATION - VOIE DE BAILLAMONT","BIEVRE"
"91015B19-","91015","STATION - HABITATIONS DISP.","BIEVRE"
"91015C00-","91015","NAOME-CENTRE","BIEVRE"
"91015C09-","91015","NAOME - HABITATIONS DISPERSEES","BIEVRE"
"91015C19-","91015","MON IDEE","BIEVRE"
"91015D00-","91015","OIZY-CENTRE","BIEVRE"
"91015D09-","91015","OIZY - HABITATIONS DISPERSEES","BIEVRE"
"91015D10-","91015","BAILLAMONT-CENTRE","BIEVRE"
"91015D19-","91015","BAILLAMONT - HABITATIONS DISP.","BIEVRE"
"91015D20-","91015","CORNIMONT-CENTRE","BIEVRE"
"91015D29-","91015","CORNIMONT - HABITATIONS DISP.","BIEVRE"
"91015D30-","91015","GROS FAYS-CENTRE","BIEVRE"
"91015D39-","91015","GROS FAYS - HABITATIONS DISP.","BIEVRE"
"91015D40-","91015","SIX PLANES-CENTRE","BIEVRE"
"91015D49-","91015","SIX PLANES - HABITATIONS DISP.","BIEVRE"
"91015E00-","91015","MONCEAU-EN-ARDENNE-CENTRE","BIEVRE"
"91015E062","91015","MIRAUFONTAINE","BIEVRE"
"91015E091","91015","MONCEAU-EN-ARDENNE-HAB. DISP.","BIEVRE"
"91015E10-","91015","PETIT-FAYS-CENTRE","BIEVRE"
"91015E18-","91015","PETIT-FAYS - HABITATIONS DISP.","BIEVRE"
"91015E20-","91015","BELLEFONTAINE-CENTRE","BIEVRE"
"91015E29-","91015","BELLEFONTAINE - HAB. DISP.","BIEVRE"
"91015E39-","91015","BEAUCHAMPS","BIEVRE"
"91030A00-","91030","CINEY-CENTRE","CINEY"
"91030A01-","91030","SAINT-HUBERT","CINEY"
"91030A02-","91030","SAINT-ROCH","CINEY"
"91030A03-","91030","RUE DES STATIONS","CINEY"
"91030A041","91030","SAINT-QUENTIN - BALTHAZAR","CINEY"
"91030A05-","91030","AVENUE DE NAMUR","CINEY"
"91030A072","91030","GARE INDUSTRIE","CINEY"
"91030A082","91030","MOSSEE-HALJOUX-CHAMPS ELYSEES","CINEY"
"91030A091","91030","CINEY-HABITATIONS DISPERSEES","CINEY"
"91030A19-","91030","EMPTINAL (CAMPAGNE DE)","CINEY"
"91030A29-","91030","PAYS DE LIEGE -HAPPE","CINEY"
"91030A39-","91030","GOLINVAUX","CINEY"
"91030A41-","91030","CONGO","CINEY"
"91030A511","91030","BIRON","CINEY"
"91030A523","91030","ST GILLES","CINEY"
"91030A532","91030","SUR LE MONT","CINEY"
"91030A574","91030","PARC INDUSTRIEL","CINEY"
"91030A615","91030","SAINFOIN","CINEY"
"91030B00-","91030","PESSOUX-CENTRE","CINEY"
"91030B08-","91030","FOSSE-AUX-LOUPS - PESESSE","CINEY"
"91030B09-","91030","PESSOUX-HABITATIONS DISPERSEES","CINEY"
"91030B19-","91030","JANNEE - ABIME","CINEY"
"91030C00-","91030","SERINCHAMPS - VILLAGE","CINEY"
"91030C062","91030","FRANC-LIEU","CINEY"
"91030C091","91030","SERINCHAMPS - HAB. DISP.","CINEY"
"91030C10-","91030","HAVERSIN EST-CENTRE","CINEY"
"91030C11-","91030","HAVERSIN OUEST","CINEY"
"91030C122","91030","TROU HUBINNE - SAIVRAY","CINEY"
"91030C191","91030","HAVERSIN - HABITATIONS DISP.","CINEY"
"91030C20-","91030","HAID-CENTRE","CINEY"
"91030C29-","91030","HAID - HABITATIONS DISPERSEES","CINEY"
"91030C39-","91030","LES BASSES","CINEY"
"91030D00-","91030","LEIGNON-CENTRE","CINEY"
"91030D010","91030","CHEMIN DE FER SUD","CINEY"
"91030D090","91030","LEIGNON - HABITATIONS DISP.","CINEY"
"91030D100","91030","CHAPOIS-CHEMIN DE FER NORD","CINEY"
"91030D11-","91030","CHAPOIS-CHEMIN DE FER SUD","CINEY"
"91030D122","91030","SUR BIDET","CINEY"
"91030D191","91030","CHAPOIS - HABITATIONS DISP.","CINEY"
"91030D20-","91030","YCHIPPE-CENTRE","CINEY"
"91030D290","91030","YCHIPPE - HABITATIONS DISP.","CINEY"
"91030D30-","91030","CORBION-CENTRE","CINEY"
"91030D39-","91030","CORBION - HABITATIONS DISP.","CINEY"
"91030D499","91030","BARSENALLE ET BRAGARDS","CINEY"
"91030E00-","91030","CHEVETOGNE-CENTRE","CINEY"
"91030E09-","91030","CHEVETOGNE-HABITATIONS DISP.","CINEY"
"91030E10-","91030","ENHET-CENTRE","CINEY"
"91030E19-","91030","ENHET-HABITATIONS DISPERSEES","CINEY"
"91030E20-","91030","RONVAUX-CENTRE","CINEY"
"91030E21-","91030","RONVAUX - PARFOND-RI","CINEY"
"91030E29-","91030","RONVAUX - HABITATIONS DISP.","CINEY"
"91030F00-","91030","CONNEUX-CENTRE","CINEY"
"91030F09-","91030","CONNEUX - HABITATIONS DISP.","CINEY"
"91030F19-","91030","REUX","CINEY"
"91030F20-","91030","CONJOUX","CINEY"
"91030F29-","91030","GRIGEOULE - WEVE - LA VEDOYE","CINEY"
"91030G000","91030","ACHENE-CENTRE","CINEY"
"91030G013","91030","ACHENE - CHENE","CINEY"
"91030G072","91030","PARC INDUSTRIEL","CINEY"
"91030G091","91030","ACHENE-HABITATIONS DISPERSEES","CINEY"
"91030G101","91030","FAYS-CENTRE","CINEY"
"91030G112","91030","LES ACACIAS","CINEY"
"91030G122","91030","FAYS - CHENE","CINEY"
"91030G191","91030","GINDRON","CINEY"
"91030G291","91030","VIEUX PAYS","CINEY"
"91030G49-","91030","ONTHAINE","CINEY"
"91030H00-","91030","SOVET-CENTRE","CINEY"
"91030H012","91030","CHATEAU D'EAU","CINEY"
"91030H091","91030","CROIX-JET","CINEY"
"91030H100","91030","SENENNE","CINEY"
"91030H112","91030","VINCON","CINEY"
"91030H191","91030","REULEAU","CINEY"
"91030J000","91030","BRAIBANT-CENTRE","CINEY"
"91030J090","91030","STEE - LES COMOGNES","CINEY"
"91030J10-","91030","HALLOY","CINEY"
"91030J19-","91030","LE FRECHISSE - LA MOTTE","CINEY"
"91034A001","91034","DINANT-CENTRE - RUE GRANDE","DINANT"
"91034A010","91034","COTE SAINT-JACQUES","DINANT"
"91034A020","91034","LA POMMERAIE","DINANT"
"91034A03-","91034","SAINT-PAUL-FROIDVAU","DINANT"
"91034A042","91034","DINANT-CENTRE - RUE SAXE","DINANT"
"91034A052","91034","HERLUCHENNE","DINANT"
"91034A062","91034","VAL DE CHESSION","DINANT"
"91034A091","91034","LEFFE - VIET-HABITATIONS DISP.","DINANT"
"91034A0AA","91034","ALOUETTES","DINANT"
"91034A0PA","91034","LEFFE-SORINNES-HAB.DISP.","DINANT"
"91034A10-","91034","DREHANCE-CENTRE","DINANT"
"91034A19-","91034","DREHANCE - HABITATIONS DISP.","DINANT"
"91034A201","91034","ANSEREMME-CENTRE","DINANT"
"91034A21-","91034","ANSEREMME - LESSE RIVE GAUCHE","DINANT"
"91034A22-","91034","ANSEREMME - LES FORGES","DINANT"
"91034A232","91034","TASSENIERE","DINANT"
"91034A243","91034","LES COTEAUX","DINANT"
"91034A252","91034","ANSEREMME - CHARREAU","DINANT"
"91034A281","91034","CHENET - FREYR","DINANT"
"91034A290","91034","HORDENNE - PONT A LESSE","DINANT"
"91034A309","91034","NEFFE","DINANT"
"91034A399","91034","ROND CHENE","DINANT"
"91034A400","91034","DINANT - GARE","DINANT"
"91034A421","91034","SAINT-MEDARD","DINANT"
"91034A432","91034","WESPIN","DINANT"
"91034A442","91034","BONSECOURS","DINANT"
"91034A491","91034","SAINT MEDARD - HAB. DISP.","DINANT"
"91034A500","91034","BOUVIGNES-CENTRE","DINANT"
"91034A590","91034","BOUVIGNES - HABITATIONS  DISP.","DINANT"
"91034A60-","91034","FONDS DE LEFFE AVAL","DINANT"
"91034A61-","91034","DEVANT BOUVIGNES-CENTRE","DINANT"
"91034A623","91034","LISONETTE","DINANT"
"91034A69-","91034","DEVANT BOUVIGNES - HAB. DISP.","DINANT"
"91034A79-","91034","WALZIN","DINANT"
"91034A800","91034","GEMECHENNE","DINANT"
"91034B000","91034","LISOGNE-CENTRE","DINANT"
"91034B09-","91034","LISOGNE - HABITATIONS DISP.","DINANT"
"91034B100","91034","LOYERS","DINANT"
"91034B190","91034","LES SARTS","DINANT"
"91034B20-","91034","AWAGNE-CENTRE","DINANT"
"91034B29-","91034","AWAGNE-HABITATIONS DISPERSEES","DINANT"
"91034C00-","91034","THYNES-CENTRE","DINANT"
"91034C09-","91034","THYNES-HABITATIONS DISPERSEES","DINANT"
"91034D00-","91034","SORINNES-CENTRE","DINANT"
"91034D090","91034","SORINNES - HABITATIONS DISP.","DINANT"
"91034D112","91034","GEMECHENE SORINNES","DINANT"
"91034D191","91034","TARAVISEE","DINANT"
"91034D20-","91034","TAVIET","DINANT"
"91034D292","91034","TIGE DE TAVIET","DINANT"
"91034D393","91034","LIROUX","DINANT"
"91034E00-","91034","FOY-NOTRE-DAME-CENTRE","DINANT"
"91034E09-","91034","FOY-NOTRE-DAME - HAB. DISP.","DINANT"
"91034E10-","91034","BOISSEILLES-CENTRE","DINANT"
"91034E19-","91034","BOISSEILLES-HABITATIONS DISP.","DINANT"
"91034F00-","91034","FURFOOZ-CENTRE","DINANT"
"91034F09-","91034","FURFOOZ-HABITATIONS DISPERSEES","DINANT"
"91034F19-","91034","LES PRAULES","DINANT"
"91034G00-","91034","FALMAGNE-CENTRE","DINANT"
"91034G09-","91034","FALMAGNE - HABITATIONS DISP.","DINANT"
"91034H00-","91034","FALMIGNOUL-CENTRE","DINANT"
"91034H09-","91034","FALMIGNOUL - HABITATIONS DISP.","DINANT"
"91054A001","91054","GEDINNE-CENTRE","GEDINNE"
"91054A012","91054","GEDINNE-CENTRE - OUEST","GEDINNE"
"91054A090","91054","GEDINNE-HABITATIONS DISPERSEES","GEDINNE"
"91054A100","91054","STATION - CENTRE","GEDINNE"
"91054A190","91054","STATION - HABITATIONS DISP.","GEDINNE"
"91054A29-","91054","GEDINNE - ENCLAVES","GEDINNE"
"91054B000","91054","LOUETTE-SAINT-DENIS-CENTRE","GEDINNE"
"91054B090","91054","LOUETTE-SAINT-DENIS-HAB.DISP.","GEDINNE"
"91054C00-","91054","HOUDREMONT-CENTRE","GEDINNE"
"91054C09-","91054","HOUDREMONT - HABITATIONS DISP.","GEDINNE"
"91054C19-","91054","COQUEFAUX","GEDINNE"
"91054D00-","91054","LOUETTE-SAINT-PIERRE-CENTRE","GEDINNE"
"91054D09-","91054","LOUETTE-SAINT-PIERRE-HAB.DISP.","GEDINNE"
"91054D19-","91054","LOUETTE-SAINT-PIERRE - ENCLAVE","GEDINNE"
"91054E000","91054","RIENNE-CENTRE","GEDINNE"
"91054E090","91054","RIENNE - BOIS","GEDINNE"
"91054F00-","91054","WILLERZIE-CENTRE","GEDINNE"
"91054F09-","91054","WILLERZIE-BOIS ET CAMPAGNES","GEDINNE"
"91054G00-","91054","BOURSEIGNE-NEUVE-CENTRE","GEDINNE"
"91054G09-","91054","BOURSEIGNE-NEUVE - HAB. DISP.","GEDINNE"
"91054G19-","91054","CROIX SCAILLE","GEDINNE"
"91054H00-","91054","BOURSEIGNE-VIEILLE-CENTRE","GEDINNE"
"91054H09-","91054","BOURSEIGNE-VIEILLE-HAB. DISP.","GEDINNE"
"91054H19-","91054","LES HAIES DE BOURSEIGNE","GEDINNE"
"91054J00-","91054","VENCIMONT-CENTRE","GEDINNE"
"91054J062","91054","NAULONGTIENNE - NOYSSAUX","GEDINNE"
"91054J091","91054","VENCIMONT-BOIS","GEDINNE"
"91054J163","91054","FRANCE - BOISEE","GEDINNE"
"91054K00-","91054","SART-CUSTINNE-CENTRE","GEDINNE"
"91054K09-","91054","FRANC-BOIS","GEDINNE"
"91054K19-","91054","LONGCHAMPS (FERME)","GEDINNE"
"91054L000","91054","PATIGNIES-CENTRE","GEDINNE"
"91054L090","91054","PATIGNIES - HABITATIONS DISP.","GEDINNE"
"91054M000","91054","MALVOISIN-CENTRE","GEDINNE"
"91054M090","91054","MALVOISIN - HABITATIONS DISP.","GEDINNE"
"91059A00-","91059","HAMOIS GRAND'ROUTE","HAMOIS"
"91059A01-","91059","HUBINNE","HAMOIS"
"91059A09-","91059","HAMOIS-HABITATIONS DISPERSEES","HAMOIS"
"91059A100","91059","HAIE-JADOT-CENTRE","HAMOIS"
"91059A190","91059","HAIE-JADOT-HABITATIONS DISP.","HAMOIS"
"91059B001","91059","ACHET-CENTRE","HAMOIS"
"91059B012","91059","LE BOIS ST PAUL","HAMOIS"
"91059B090","91059","ACHET-HABITATIONS DISPERSEES","HAMOIS"
"91059B100","91059","MONIN-CENTRE","HAMOIS"
"91059B190","91059","MONIN-HABITATIONS DISPERSEES","HAMOIS"
"91059C00-","91059","MOHIVILLE-CENTRE","HAMOIS"
"91059C01-","91059","SCOVILLE","HAMOIS"
"91059C09-","91059","MOHIVILLE - HABITATIONS DISP.","HAMOIS"
"91059D00-","91059","SCY-CENTRE","HAMOIS"
"91059D09-","91059","SCY - HABITATIONS DISPERSEES","HAMOIS"
"91059E00-","91059","EMPTINNE-CENTRE","HAMOIS"
"91059E012","91059","VIVAISE","HAMOIS"
"91059E091","91059","EMPTINNE - HABITATIONS DISP.","HAMOIS"
"91059E100","91059","EMPTINALE-CENTRE","HAMOIS"
"91059E190","91059","EMPTINALE - HAB. DISP.","HAMOIS"
"91059E20-","91059","CHAMPION-CENTRE","HAMOIS"
"91059E29-","91059","CHAMPION-HABITATIONS DISP.","HAMOIS"
"91059F00-","91059","NATOYE-CENTRE-GARE","HAMOIS"
"91059F01-","91059","NATOYE-VILLAGE","HAMOIS"
"91059F022","91059","LENNY","HAMOIS"
"91059F091","91059","NATOYE-HABITATIONS DISPERSEES","HAMOIS"
"91059F19-","91059","SKEUVRE","HAMOIS"
"91059F29-","91059","LES FONTAINES-MIANOYE","HAMOIS"
"91059G00-","91059","SCHALTIN-CENTRE","HAMOIS"
"91059G091","91059","SCHALTIN - HABITATIONS DISP.","HAMOIS"
"91059G10-","91059","FRISEE-CENTRE","HAMOIS"
"91059G112","91059","REMPACHE","HAMOIS"
"91059G1PP","91059","FRISEE-HABITATIONS DISPERSEES","HAMOIS"
"91064A00-","91064","HAVELANGE-CENTRE","HAVELANGE"
"91064A01-","91064","HAVELANGE-CENTRE NORD","HAVELANGE"
"91064A02-","91064","MALIHOUX","HAVELANGE"
"91064A032","91064","CIZEE","HAVELANGE"
"91064A043","91064","CITE FIASSE","HAVELANGE"
